condition,post_id,position,timestamp,raw_text,processed_text,sentiment
human,DDhx9Znow-I,33,2025-01-01 11:14:00,😍😍😍👏👏👏,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :clapping_hands: :clapping_hands: :clapping_hands:,-0.14361639320850372
human,DDhx9Znow-I,34,2025-01-02 07:24:00,😮😮😮❤️❤️❤️,:face_with_open_mouth: :face_with_open_mouth: :face_with_open_mouth: :red_heart: :red_heart: :red_heart:,-0.1741047203540802
human,DDhx9Znow-I,35,2025-01-02 10:07:00,Wowww! Love it 🔥,Wowww! Love it :fire:,0.92765873670578
human,DDhx9Znow-I,36,2025-01-02 10:38:00,Lovely job with the lighting!,Lovely job with the lighting!,0.9101930856704712
human,DDhx9Znow-I,37,2025-01-03 16:26:00,This is the kind of painting I wish I could step into! ❤️,This is the kind of painting I wish I could step into! :red_heart:,0.7203537225723267
human,DDhx9Znow-I,38,2025-01-05 18:41:00,Some people are just born with true talent.,Some people are just born with true talent.,0.577424168586731
human,DDhx9Znow-I,39,2025-01-07 07:14:00,Hermoso 👏👏👏,Hermoso :clapping_hands: :clapping_hands: :clapping_hands:,0.25424373149871826
human,DDhx9Znow-I,40,2025-01-07 07:46:00,If beautiful had a definition 🔥❤️,If beautiful had a definition :fire: :red_heart:,-0.0025520026683807373
human,DDhx9Znow-I,41,2025-01-11 10:29:00,The magic artwork 😍✨✨✨,The magic artwork :smiling_face_with_heart-eyes: :sparkles: :sparkles: :sparkles:,0.444756418466568
human,DDhx9Znow-I,42,2025-01-12 19:50:00,breathtaking!!!! This painting has the most gorgeous color selection!,breathtaking!!!! This painting has the most gorgeous color selection!,0.9207764267921448
human,DDhx9Znow-I,43,2025-01-13 10:02:00,Such a beautiful glow in these colors!!!,Such a beautiful glow in these colors!!!,0.9279608726501465
human,DDhx9Znow-I,44,2025-01-17 07:29:00,The wonder of your paintbrush is otherworldly!,The wonder of your paintbrush is otherworldly!,0.8717604279518127
human,DDhx9Znow-I,45,2025-01-27 12:03:00,I'm sorry for ever picking a paint brush 🖌️,I'm sorry for ever picking a paint brush :paintbrush:,-0.8943747282028198
human,DDhx9Znow-I,46,2025-01-31 20:11:00,Beautifully done 💖,Beautifully done :sparkling_heart:,0.8654851913452148
human,DDhx9Znow-I,47,2025-02-04 23:39:00,Oh wow. The lighting is magical ❤️,Oh wow. The lighting is magical :red_heart:,0.8811453580856323
human,DDhx9Znow-I,48,2025-02-06 10:25:00,The light 😮‍💨 amazing work !,The light :face_exhaling: amazing work !,0.8064841628074646
human,DDhx9Znow-I,49,2025-02-10 12:13:00,😍😍😍👏👏👏👏❤️,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :clapping_hands: :clapping_hands: :clapping_hands: :clapping_hands: :red_heart:,-0.1691792607307434
human,DDhx9Znow-I,50,2025-02-12 05:25:00,Wow this is out of the world 👏👏,Wow this is out of the world :clapping_hands: :clapping_hands:,-0.28121522068977356
human,Cyv2nzcR0ic,1,2023-10-23 09:18:00,☔️💙,:umbrella_with_rain_drops: :blue_heart:,0.014556989073753357
human,Cyv2nzcR0ic,2,2023-10-23 09:19:00,☀️🩵✨,:sun: :light_blue_heart: :sparkles:,0.18878769874572754
human,Cyv2nzcR0ic,3,2023-10-23 09:20:00,You're my fav artist since i was a child😭✨🩷,You're my fav artist since i was a child :loudly_crying_face: :sparkles: :pink_heart:,0.6091994047164917
human,Cyv2nzcR0ic,4,2023-10-23 09:25:00,😍🌧🌟💖,:smiling_face_with_heart-eyes: :cloud_with_rain: :glowing_star: :sparkling_heart:,-0.10332883894443512
human,Cyv2nzcR0ic,5,2023-10-23 09:27:00,Oooo so pretty I love the stars,Oooo so pretty I love the stars,0.9045238494873047
human,Cyv2nzcR0ic,6,2023-10-23 09:31:00,This is so beautiful!!😍😍 My fav new artwork of yours ❤️,This is so beautiful!! :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: My fav new artwork of yours :red_heart:,0.8624715209007263
human,Cyv2nzcR0ic,7,2023-10-23 09:32:00,Incredible great😍🥰,Incredible great :smiling_face_with_heart-eyes: :smiling_face_with_hearts:,0.6905162334442139
human,Cyv2nzcR0ic,8,2023-10-23 09:35:00,I love the transparent umbrella and how it blends the environment. It's so pretty 😍,I love the transparent umbrella and how it blends the environment. It's so pretty :smiling_face_with_heart-eyes:,0.8284775614738464
human,Cyv2nzcR0ic,9,2023-10-23 09:35:00,😍😍😍😍😍😍😍,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,-0.10701821744441986
human,Cyv2nzcR0ic,10,2023-10-23 09:35:00,This is beautiful!! I love the colors!,This is beautiful!! I love the colors!,0.930058479309082
human,Cyv2nzcR0ic,11,2023-10-23 09:36:00,Just wonderful. Your art is incredible 🥺♥️ Makes me cry.,Just wonderful. Your art is incredible :pleading_face: :heart_suit: Makes me cry.,0.7467572093009949
human,Cyv2nzcR0ic,12,2023-10-23 09:36:00,In love with this ❤️,In love with this :red_heart:,0.7441350221633911
human,Cyv2nzcR0ic,13,2023-10-23 09:42:00,God.... That's so beautiful...,God.... That's so beautiful...,0.8950117826461792
human,Cyv2nzcR0ic,14,2023-10-23 09:46:00,This is so beautiful✨ Absolutely love the magical concepts in your art💖,This is so beautiful :sparkles: Absolutely love the magical concepts in your art :sparkling_heart:,0.9049622416496277
human,Cyv2nzcR0ic,15,2023-10-23 10:23:00,"I love this one so much!  Rain is my jam, so are stars!","I love this one so much! Rain is my jam, so are stars!",0.9059708118438721
human,Cyv2nzcR0ic,16,2023-10-23 10:35:00,i love how your art style has changed over the years,i love how your art style has changed over the years,0.8726532459259033
human,Cyv2nzcR0ic,17,2023-10-23 11:36:00,This is so so beautiful. I love how lifelike you made the umbrella. As if you could just run into someone like this 😍😍😍,This is so so beautiful. I love how lifelike you made the umbrella. As if you could just run into someone like this :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,0.7677623629570007
human,Cyv2nzcR0ic,18,2023-10-23 11:52:00,So magical. The rippling of water,So magical. The rippling of water,0.699462354183197
human,Cyv2nzcR0ic,19,2023-10-23 12:00:00,This reminded me of Quinni ❤️❤️🥺🥺 lovely work,This reminded me of Quinni :red_heart: :red_heart: :pleading_face: :pleading_face: lovely work,0.7141379117965698
human,Cyv2nzcR0ic,20,2023-10-23 12:01:00,Your art is always so soothing 🥰,Your art is always so soothing :smiling_face_with_hearts:,0.8375089764595032
human,Cyv2nzcR0ic,21,2023-10-23 13:33:00,This reminded me so much of @qinnih art’s may her legacy be forever in every drawing of a star ⭐️,This reminded me so much of @qinnih art’s may her legacy be forever in every drawing of a star :star:,0.6588732004165649
human,Cyv2nzcR0ic,22,2023-10-23 14:00:00,Awesome concept beautifully executed 🙌,Awesome concept beautifully executed :raising_hands:,0.9024170637130737
human,Cyv2nzcR0ic,23,2023-10-23 16:40:00,Ur art reminds me of @qinniart may god bless her soul 😢,Ur art reminds me of @qinniart may god bless her soul :crying_face:,-0.7015119194984436
human,Cyv2nzcR0ic,24,2023-10-24 06:30:00,You reminded me of the Artist @qinniart .. Sadly she's no more 😔 you're drawing is so amazing 😭❤,You reminded me of the Artist @qinniart .. Sadly she's no more :pensive_face: you're drawing is so amazing :loudly_crying_face: :red_heart:,0.05111411213874817
human,Cyv2nzcR0ic,25,2023-11-25 05:53:00,This was so relaxing,This was so relaxing,0.8868625164031982
human,Cyv2nzcR0ic,26,2023-12-01 10:16:00,✨💫,:sparkles: :dizzy:,-0.714482307434082
human,Cyv2nzcR0ic,27,2023-12-01 21:23:00,Superlative work,Superlative work,0.5513272881507874
human,Cyv2nzcR0ic,28,2023-12-07 02:54:00,😍😍😍,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,-0.2735884189605713
human,Cyv2nzcR0ic,29,2023-12-09 00:51:00,Oh my goddd that looks soo magical! 😍🌟,Oh my goddd that looks soo magical! :smiling_face_with_heart-eyes: :glowing_star:,0.7960469722747803
human,Cyv2nzcR0ic,30,2023-12-09 03:52:00,❤️❤️❤️❤️,:red_heart: :red_heart: :red_heart: :red_heart:,-0.2718210220336914
human,Cyv2nzcR0ic,31,2023-12-16 14:27:00,"So inspiring, beautiful and dreamy ✨✨✨","So inspiring, beautiful and dreamy :sparkles: :sparkles: :sparkles:",0.8639806509017944
human,Cyv2nzcR0ic,32,2023-12-28 14:30:00,beautiful artwork!,beautiful artwork!,0.8837242126464844
human,Cyv2nzcR0ic,33,2023-12-29 07:59:00,💙🧡,:blue_heart: :orange_heart:,-0.01754601299762726
human,Cyv2nzcR0ic,34,2023-12-30 01:38:00,Can i recreate it i mean can i use it as a reference its so good i like to try ❤️❤️,Can i recreate it i mean can i use it as a reference its so good i like to try :red_heart: :red_heart:,0.5404517650604248
human,Cyv2nzcR0ic,35,2024-01-05 10:17:00,It reminds me of qini ♡,It reminds me of qini ♡,0.44647443294525146
human,Cyv2nzcR0ic,36,2024-01-21 20:05:00,Beautiful work 😍,Beautiful work :smiling_face_with_heart-eyes:,0.807050883769989
human,Cyv2nzcR0ic,37,2024-01-27 23:40:00,Water and star 🙌 gosh this is beautiful!,Water and star :raising_hands: gosh this is beautiful!,0.8417519330978394
human,Cyv2nzcR0ic,38,2024-02-22 08:34:00,This is a magical painting.  Very inspirational.  Your talent is in you imagination.  Thanks for sharing.,This is a magical painting. Very inspirational. Your talent is in you imagination. Thanks for sharing.,0.9280588626861572
human,Cyv2nzcR0ic,39,2024-03-01 11:28:00,Anyone remember @qinniart when they see this 😍😍,Anyone remember @qinniart when they see this :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,-0.11968690156936646
human,Cyv2nzcR0ic,40,2024-04-08 04:31:00,The textures and lighting is beautiful ❤️ it feels so magical,The textures and lighting is beautiful :red_heart: it feels so magical,0.879361629486084
human,Cyv2nzcR0ic,41,2024-04-10 09:12:00,🔥🔥🔥,:fire: :fire: :fire:,-0.06700560450553894
human,Cyv2nzcR0ic,42,2024-04-10 09:17:00,So many wishes to make! 🤩 or are they already made?...,So many wishes to make! :star-struck: or are they already made?...,0.18646478652954102
human,Cyv2nzcR0ic,43,2024-05-19 01:54:00,Your art is absolutely amazing 😍,Your art is absolutely amazing :smiling_face_with_heart-eyes:,0.8486305475234985
human,Cyv2nzcR0ic,44,2024-08-23 11:25:00,Really took me back to @qinniart . Funny how it made me a little sad even though I never really knew her. Great piece btw.,Really took me back to @qinniart . Funny how it made me a little sad even though I never really knew her. Great piece btw.,-0.08315342664718628
human,Cyv2nzcR0ic,45,2024-09-22 16:44:00,I wish the world was as beautiful as your art,I wish the world was as beautiful as your art,0.3945322632789612
human,Cyv2nzcR0ic,46,2024-11-01 16:28:00,What a poetic painting🥹✨ It’s like a scene from a picture book or a fantasy story…‼︎💓,What a poetic painting :face_holding_back_tears: :sparkles: It’s like a scene from a picture book or a fantasy story… :double_exclamation_mark: :beating_heart:,0.3315027952194214
human,Cyv2nzcR0ic,47,2024-12-03 00:58:00,I finally found you❤️. Been look for you since 2017. Since fisheye placebo.,I finally found you :red_heart: . Been look for you since 2017. Since fisheye placebo.,0.6240180730819702
human,Cyv2nzcR0ic,48,2025-01-20 03:23:00,"Your works remember to me a lot Qing Han art ( @qinniart ). How nostalgic and sometimes sad... I miss her pics, your are great!","Your works remember to me a lot Qing Han art ( @qinniart ). How nostalgic and sometimes sad... I miss her pics, your are great!",0.00010165572166442871
human,Cyv2nzcR0ic,49,2025-01-21 09:24:00,Your artstyle reminds me of @qinniart its lovely ♡,Your artstyle reminds me of @qinniart its lovely ♡,0.8619651198387146
human,Cyv2nzcR0ic,50,2025-10-01 01:56:00,It's kind of wholesome how many people here remember @qinniart,It's kind of wholesome how many people here remember @qinniart,0.7255529761314392
human,DTIwN17jeaP,1,2026-01-05 09:08:00,So lovely!,So lovely!,0.8513340353965759
human,DTIwN17jeaP,2,2026-01-05 09:09:00,Beautiful creative work ❤️🩷💕✨,Beautiful creative work :red_heart: :pink_heart: :two_hearts: :sparkles:,0.7277624011039734
human,DTIwN17jeaP,3,2026-01-05 09:13:00,😍😍😍,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,-0.2735884189605713
human,DTIwN17jeaP,4,2026-01-05 09:26:00,Love this vibe ⚡️ 👌🏻,Love this vibe :high_voltage: :OK_hand_light_skin_tone:,0.7168582081794739
human,DTIwN17jeaP,5,2026-01-05 09:36:00,Woooow this looks so magical 😍❤️,Woooow this looks so magical :smiling_face_with_heart-eyes: :red_heart:,0.8237960934638977
human,DTIwN17jeaP,6,2026-01-05 09:48:00,Love the glitter ❤️❤️❤️,Love the glitter :red_heart: :red_heart: :red_heart:,0.7239025831222534
human,DTIwN17jeaP,7,2026-01-05 09:51:00,The way you use the glitter watercolors is sooo Stunning! 🥰,The way you use the glitter watercolors is sooo Stunning! :smiling_face_with_hearts:,0.8257735371589661
human,DTIwN17jeaP,8,2026-01-05 09:52:00,This is gorgeous!,This is gorgeous!,0.9156275391578674
human,DTIwN17jeaP,9,2026-01-05 10:00:00,How beautiful 😍 is it,How beautiful :smiling_face_with_heart-eyes: is it,0.6570450067520142
human,DTIwN17jeaP,10,2026-01-05 10:04:00,Very beautiful painting!,Very beautiful painting!,0.9106056094169617
human,DTIwN17jeaP,11,2026-01-05 11:44:00,This is so stunning 😍🫢✨,This is so stunning :smiling_face_with_heart-eyes: :face_with_open_eyes_and_hand_over_mouth: :sparkles:,0.5638979077339172
human,DTIwN17jeaP,12,2026-01-05 12:18:00,Etherealllll😔👆💗💗💗💗💗🌟🌟🌟🌟🌟✨️✨️✨️✨️✨️✨️✨️✨️,Etherealllll :pensive_face: :backhand_index_pointing_up: :growing_heart: :growing_heart: :growing_heart: :growing_heart: :growing_heart: :glowing_star: :glowing_star: :glowing_star: :glowing_star: :glowing_star: :sparkles: :sparkles: :sparkles: :sparkles: :sparkles: :sparkles: :sparkles: :sparkles:,0.15475855767726898
human,DTIwN17jeaP,13,2026-01-05 12:26:00,This is amazing!! 👏,This is amazing!! :clapping_hands:,0.8640567660331726
human,DTIwN17jeaP,14,2026-01-05 13:20:00,Beyond beautiful 😍❤️,Beyond beautiful :smiling_face_with_heart-eyes: :red_heart:,0.7523316740989685
human,DTIwN17jeaP,15,2026-01-05 13:41:00,Lovely piece of art. The character feels so carefree.,Lovely piece of art. The character feels so carefree.,0.9181690812110901
human,DTIwN17jeaP,16,2026-01-05 14:44:00,Wow 😍 so pretty!!! Now I gotta look up what glitter watercolors are haha,Wow :smiling_face_with_heart-eyes: so pretty!!! Now I gotta look up what glitter watercolors are haha,0.8017669916152954
human,DTIwN17jeaP,17,2026-01-05 15:18:00,Seeing your art makes me want to create my own again 🥺✨💜🙌 you do such beautiful work!,Seeing your art makes me want to create my own again :pleading_face: :sparkles: :purple_heart: :raising_hands: you do such beautiful work!,0.8578590750694275
human,DTIwN17jeaP,18,2026-01-05 21:52:00,The glitter and the gold is gorgeous,The glitter and the gold is gorgeous,0.8566126823425293
human,DTIwN17jeaP,19,2026-01-06 01:09:00,✨😍😍😍😍✨,:sparkles: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :sparkles:,-0.10074017941951752
human,DTIwN17jeaP,20,2026-01-06 02:22:00,💙🌟💙🌟,:blue_heart: :glowing_star: :blue_heart: :glowing_star:,-0.17153003811836243
human,DTIwN17jeaP,21,2026-01-06 02:32:00,"stellar splash, love your orbiting hearts 🌠❤️ ⛅︎","stellar splash, love your orbiting hearts :shooting_star: :red_heart: :sun_behind_cloud:",0.6630208492279053
human,DTIwN17jeaP,22,2026-01-06 02:58:00,I love the glitter result !!!,I love the glitter result !!!,0.8650744557380676
human,DTIwN17jeaP,23,2026-01-06 04:13:00,"The way you have captured the celestial energy in this portrait is truly mesmerizing, and the shimmering textures of the glitter watercolor give it such a magical, tactile feel. Those golden star details and the moth necklace create such a beautiful sense of mystery and mindfulness. It feels like a quiet, soulful reflection on the magic that exists within us all. ✨🌙✨","The way you have captured the celestial energy in this portrait is truly mesmerizing, and the shimmering textures of the glitter watercolor give it such a magical, tactile feel. Those golden star details and the moth necklace create such a beautiful sense of mystery and mindfulness. It feels like a quiet, soulful reflection on the magic that exists within us all. :sparkles: :crescent_moon: :sparkles:",0.6192530393600464
human,DTIwN17jeaP,24,2026-01-06 06:12:00,Oh wow this is so pretty!!! I love your colour choices and how celestial she feels. The glitter effect is absolutely stunning! 😍 ✨️,Oh wow this is so pretty!!! I love your colour choices and how celestial she feels. The glitter effect is absolutely stunning! :smiling_face_with_heart-eyes: :sparkles:,0.8767675161361694
human,DTIwN17jeaP,25,2026-01-06 10:08:00,Do you possibly do commissions? 😍 Your work is magical ✨💐,Do you possibly do commissions? :smiling_face_with_heart-eyes: Your work is magical :sparkles: :bouquet:,0.5654795169830322
human,DTIwN17jeaP,26,2026-01-06 10:43:00,Oh my 😍 that glitter 🥰,Oh my :smiling_face_with_heart-eyes: that glitter :smiling_face_with_hearts:,0.47268491983413696
human,DTIwN17jeaP,27,2026-01-06 12:44:00,😍😍😍😍,:smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes: :smiling_face_with_heart-eyes:,-0.19660240411758423
human,DTIwN17jeaP,28,2026-01-06 13:55:00,Your lines and style are like a fairy tale. Thank you for the inspiration you've given to my art.🙏✨️💙🎨,Your lines and style are like a fairy tale. Thank you for the inspiration you've given to my art. :folded_hands: :sparkles: :blue_heart: :artist_palette:,0.846631646156311
human,DTIwN17jeaP,29,2026-01-06 15:12:00,Love the sparkles 🧚‍♀️🧚🧚‍♂️,Love the sparkles :woman_fairy: :fairy: :man_fairy:,0.7899922132492065
human,DTIwN17jeaP,30,2026-01-07 05:25:00,This is so beautiful and I really love the way she sparkles 😍,This is so beautiful and I really love the way she sparkles :smiling_face_with_heart-eyes:,0.8562974333763123
human,DTIwN17jeaP,31,2026-01-08 00:33:00,Your work feels very honest ❤️✨💫,Your work feels very honest :red_heart: :sparkles: :dizzy:,0.7134687900543213
human,DTIwN17jeaP,32,2026-01-08 06:57:00,❤️❤️❤️,:red_heart: :red_heart: :red_heart:,-0.21715126931667328
human,DTIwN17jeaP,33,2026-01-08 12:14:00,Really beautifully done,Really beautifully done,0.8776362538337708
human,DTIwN17jeaP,34,2026-01-08 13:50:00,🩷🩵✨,:pink_heart: :light_blue_heart: :sparkles:,0.08947023749351501
human,DTIwN17jeaP,35,2026-01-08 15:28:00,Holy gorgeous 😍,Holy gorgeous :smiling_face_with_heart-eyes:,0.6323238611221313
human,DTIwN17jeaP,36,2026-01-09 06:50:00,Love it💗🍒🌈,Love it :growing_heart: :cherries: :rainbow:,0.7438828945159912
human,DTIwN17jeaP,37,2026-01-09 07:59:00,😮😮👏👏👏👏👏,:face_with_open_mouth: :face_with_open_mouth: :clapping_hands: :clapping_hands: :clapping_hands: :clapping_hands: :clapping_hands:,-0.13179123401641846
human,DTIwN17jeaP,38,2026-01-09 20:13:00,"I need to get into glitter watercolour, this is gorgeous","I need to get into glitter watercolour, this is gorgeous",0.800582766532898
human,DTIwN17jeaP,39,2026-01-10 00:33:00,Omg I LOVE the colours. I love the glitter and shimmer ✨❤️,Omg I LOVE the colours. I love the glitter and shimmer :sparkles: :red_heart:,0.8528214693069458
human,DTIwN17jeaP,40,2026-01-10 03:43:00,Absolutely love this 🥰 wonderful selection of colours!,Absolutely love this :smiling_face_with_hearts: wonderful selection of colours!,0.8933810591697693
human,DTIwN17jeaP,41,2026-01-11 09:04:00,Love the sparkly look! Amazing colors!! 😍,Love the sparkly look! Amazing colors!! :smiling_face_with_heart-eyes:,0.8799659013748169
human,DTIwN17jeaP,42,2026-01-11 13:21:00,"Oh my word, how magically delicious!!  👏👏👏 😮 💖  May I ask what brand you use for the glitter watercolors part?","Oh my word, how magically delicious!! :clapping_hands: :clapping_hands: :clapping_hands: :face_with_open_mouth: :sparkling_heart: May I ask what brand you use for the glitter watercolors part?",0.34184277057647705
human,DTIwN17jeaP,43,2026-01-16 01:55:00,ahh such pretty glitter ✨✨,ahh such pretty glitter :sparkles: :sparkles:,0.7081319093704224
human,DTIwN17jeaP,44,2026-01-16 21:37:00,Wow!! Really beautiful 😮😍,Wow!! Really beautiful :face_with_open_mouth: :smiling_face_with_heart-eyes:,0.7782402038574219
human,DTIwN17jeaP,45,2026-01-17 18:39:00,Amo 😍,Amo :smiling_face_with_heart-eyes:,0.6347228288650513
human,DTIwN17jeaP,46,2026-01-20 23:07:00,❤️👏❤️,:red_heart: :clapping_hands: :red_heart:,-0.26906514167785645
human,DTIwN17jeaP,47,2026-01-21 08:21:00,"Oh my, that is glittery! 🤩🫶","Oh my, that is glittery! :star-struck: :heart_hands:",0.7757634520530701
human,DTIwN17jeaP,48,2026-01-23 10:10:00,I love the subtle expression you gave her. ❤️,I love the subtle expression you gave her. :red_heart:,0.8830090165138245
human,DTIwN17jeaP,49,2026-01-24 06:37:00,I love the way of rapture celestial energy ✨,I love the way of rapture celestial energy :sparkles:,0.8006340861320496
human,DTIwN17jeaP,50,2026-01-27 04:10:00,😍,:smiling_face_with_heart-eyes:,-0.2512661814689636
human,DU1U8PajE9B,1,2026-02-16 13:29:00,Nailed it puurrfffeeccttlllyyyyyy💖🌟💖,Nailed it puurrfffeeccttlllyyyyyy :sparkling_heart: :glowing_star: :sparkling_heart:,0.14554435014724731
